model,num. layers,num. heads,stopped-at,n_segments,compactness,graph type,slic method,features,avg. num. of nodes,std. dev. of num. of nodes,avg. num. of edges,std. dev. of num. of edges,best epochs,last epochs,accuracy,stdv accuracy,precision micro,stdv precision micro,precision macro,stdv precision macro,precision weighted,stdv precision weighted,recall micro,stdv recall micro,recall macro,stdv recall macro,recall weighted,stdv recall weighted,f1 micro,stdv f1 micro,f1 macro,stdv f1 macro,f1 weighted,stdv f1 weighted,validation f1 micro,stdv validation f1 micro,validation f1 macro,stdv validation f1 macro,validation f1 weighted,stdv validation f1 weighted,train f1 micro,stdv train f1 micro,train f1 macro,stdv train f1 macro,train f1 weighted,stdv train f1 weighted,loss,stdv loss,validation loss,stdv validation loss,train loss,stdv train loss,training time,stdv training time,loading time,stdv loading time
GAT,2,4,,75,-,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,"51, 67, 49, 63, 57","99, 99, 99, 99, 99",0.8625857142857143,,0.8625857142857143,,0.8635800285226318,,0.8635800285226318,,0.8625857142857143,,0.8625857142857143,,0.8625857142857143,,0.8625857142857143,0.003529005178661629,0.8623663730250059,0.0035724624969562056,0.8623663730250059,0.0035724624969562854,0.8638571428571428,0.003006370786533604,0.8634845992675657,0.003044212837397992,0.8634845992675656,0.003044212837398038,0.9010634920634921,0.0050767075140955124,0.900897794202591,0.004660046692259908,0.9008977942025911,0.004660046692259806,0.3820944850575434,0.008033520716114495,0.3775470969351855,0.011931871397593101,0.26944380510541693,0.01438063836972507,1351.9187879562378,,12.986750364303589,
GAT,2,4,,75,-,1NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,156.24393333333333,3.826760578986996,"46, 64, 45, 66, 57","99, 99, 99, 99, 99",0.8524571428571429,,0.8524571428571429,,0.8523092664960776,,0.8523092664960774,,0.8524571428571429,,0.8524571428571429,,0.8524571428571429,,0.8524571428571429,0.004874255568488271,0.8512617148068534,0.005767264354340028,0.8512617148068532,0.005767264354339987,0.8545714285714286,0.003958651079262614,0.853234229103465,0.004870555001332603,0.853234229103465,0.004870555001332653,0.8956984126984127,0.007741324112668607,0.8948724160915589,0.008347490373668463,0.8948724160915589,0.008347490373668557,0.41183936453028896,0.012884988177347555,0.4087408704175191,0.016387742137173842,0.28721750781393895,0.021005181461907364,1263.7300867557526,,10.791258811950684,
GAT,2,4,,75,-,2NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,312.48786666666666,7.653521157973992,"55, 50, 72, 42, 38","99, 99, 99, 99, 99",0.8516285714285713,,0.8516285714285713,,0.8520133687062763,,0.8520133687062762,,0.8516285714285713,,0.8516285714285715,,0.8516285714285713,,0.8516285714285713,0.0039510783854744425,0.8508193061298363,0.003756362323375884,0.8508193061298363,0.003756362323375926,0.8523571428571428,0.005285714285714272,0.8517676620645457,0.004619168743995883,0.8517676620645458,0.004619168743995884,0.8919563492063493,0.011150607240152304,0.8913792372253873,0.010742847875481307,0.8913792372253873,0.01074284787548132,0.4100756207013239,0.006270237699694609,0.4078345838934183,0.013070282641204072,0.2949295613347425,0.027892353618887415,1316.0573916912078,,11.743600606918335,
GAT,2,4,,75,-,4NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,624.9757333333333,15.307042315947983,"55, 58, 41, 51, 52","99, 99, 99, 99, 99",0.8636000000000001,,0.8636000000000001,,0.8635095400654714,,0.8635095400654714,,0.8636000000000001,,0.8635999999999999,,0.8636000000000001,,0.8636000000000001,0.002145046500613925,0.8626469727155615,0.0015055666325344574,0.8626469727155615,0.001505566632534465,0.8612857142857143,0.0035649942038479166,0.8599406329242694,0.0038643084051796276,0.8599406329242696,0.003864308405179653,0.8971468253968254,0.003171635517661352,0.8963163873567318,0.0030650733980994516,0.8963163873567318,0.0030650733980995323,0.3772548773585389,0.00406615968474653,0.382067278586328,0.010532453153703693,0.2802105896912402,0.009940303456100311,1448.9457138061523,,14.257719993591309,
GAT,2,4,,75,-,8NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,1249.9514666666666,30.614084631895967,"51, 92, 64, 63, 62","99, 99, 99, 99, 99",0.8625142857142857,,0.8625142857142857,,0.8622929679892819,,0.8622929679892819,,0.8625142857142857,,0.8625142857142857,,0.8625142857142857,,0.8625142857142857,0.0022449035250394784,0.8618912896043367,0.0022049508278887634,0.8618912896043367,0.002204950827888695,0.8610357142857143,0.0037532299015484733,0.8602827313246133,0.003468764328772871,0.8602827313246133,0.0034687643287729048,0.898813492063492,0.006073158276278304,0.8983989501202544,0.006223803335839108,0.8983989501202542,0.006223803335839181,0.3841184356509278,0.0040295361122625615,0.38570720048790624,0.010857562009465726,0.27218741244130634,0.014937214252888981,1715.1645585060119,,18.493534564971924,
GAT,2,4,,75,-,16NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,2499.9029333333333,61.22816926379193,"51, 68, 78, 87, 71","99, 99, 99, 99, 99",0.8545714285714286,,0.8545714285714286,,0.8544994456440183,,0.854499445644018,,0.8545714285714286,,0.8545714285714286,,0.8545714285714286,,0.8545714285714286,0.001871919237748551,0.853639660284227,0.0019485466625030604,0.8536396602842267,0.0019485466625030253,0.8567500000000001,0.004301162633521349,0.8557064300010209,0.004378421693787303,0.8557064300010211,0.004378421693787267,0.8901031746031747,0.004272971207813949,0.8892950193317699,0.004502254180841027,0.8892950193317699,0.004502254180841105,0.39939704342792026,0.005586324809550541,0.3980772864073515,0.009668431636197294,0.2976647533495263,0.011267683499767579,2560.6214579105376,,27.460664749145508,
GAT,2,4,,75,-,1NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,156.24393333333333,3.826760578986996,"36, 42, 47, 58, 47","99, 99, 99, 99, 99",0.8554714285714284,,0.8554714285714284,,0.8573964444971196,,0.8573964444971194,,0.8554714285714284,,0.8554714285714284,,0.8554714285714284,,0.8554714285714284,0.003057476617295063,0.8555878381391313,0.002724912391280811,0.8555878381391313,0.0027249123912808115,0.8509285714285714,0.0037836921823282956,0.8507982143577737,0.0036132099414252104,0.8507982143577737,0.0036132099414251176,0.8930992063492063,0.006618250589598216,0.8931802957327509,0.006736497328831305,0.8931802957327509,0.006736497328831235,0.4032863477865855,0.006528815458161092,0.4078295019709251,0.01369634056471207,0.29288292303681374,0.018572543331620586,1269.1377796173097,,10.568785667419434,
GAT,2,4,,75,-,2NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,312.48786666666666,7.653521157973992,"42, 61, 61, 51, 61","99, 99, 99, 99, 99",0.8522714285714285,,0.8522714285714285,,0.8520790277253731,,0.8520790277253731,,0.8522714285714285,,0.8522714285714285,,0.8522714285714285,,0.8522714285714285,0.004551160426142975,0.8511645523595815,0.004608784561002005,0.8511645523595813,0.004608784561001977,0.8539999999999999,0.005726103850448624,0.8528522702520167,0.004939774767634648,0.8528522702520167,0.004939774767634565,0.8967103174603175,0.006706976114212992,0.8959574261763615,0.006710335290413939,0.8959574261763615,0.006710335290413965,0.41563255729740617,0.006161368047531068,0.41253201185979627,0.01310614114771884,0.2817810459979597,0.017908293180041963,1337.9602013111114,,12.097479104995728,
GAT,2,4,,75,-,4NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,624.9757333333333,15.307042315947983,"36, 71, 61, 70, 57","99, 99, 99, 99, 99",0.8504428571428573,,0.8504428571428573,,0.8495254641844132,,0.8495254641844132,,0.8504428571428573,,0.8504428571428571,,0.8504428571428573,,0.8504428571428573,0.004121471898757142,0.8491440957755803,0.004017260890727369,0.8491440957755803,0.004017260890727306,0.8494285714285714,0.005216486815269159,0.8482220194215699,0.0046178186512185505,0.8482220194215699,0.004617818651218462,0.8945992063492063,0.00791767010388937,0.8937689264467512,0.008073513933434688,0.8937689264467512,0.008073513933434641,0.4182051373807262,0.006007528647873662,0.4158708994022824,0.014796778019785146,0.28522390273357107,0.022591152138345418,1439.9355008125306,,14.524631261825562,
GAT,2,4,,75,-,8NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,1249.9514666666666,30.614084631895967,"51, 46, 61, 61, 57","99, 99, 99, 99, 99",0.8492000000000001,,0.8492000000000001,,0.8492050983941748,,0.8492050983941747,,0.8492000000000001,,0.8492000000000001,,0.8492000000000001,,0.8492000000000001,0.003879932673516417,0.8482045109235068,0.0040660169084010735,0.848204510923507,0.004066016908401163,0.8471785714285713,0.0034963537858629773,0.8459546108401206,0.004100795729077689,0.8459546108401204,0.004100795729077764,0.8861547619047618,0.006085824306993366,0.8853913893018113,0.005929861011316481,0.8853913893018115,0.005929861011316563,0.41528550767463096,0.013430854179213537,0.4161219133233482,0.012154149920116939,0.3051424703508767,0.01578448080803041,1708.690707588196,,19.556777000427246,
